nw_dst=174.181.127.243/32, tp_src=67, tp_dst=64
nw_dst=174.181.127.238/32, tp_src=67, tp_dst=16384
nw_src=112.43.69.54/32, nw_dst=182.129.76.254/32, tp_src=67, tp_dst=4096, dl_dst=fa:16:3e:67:5a:03
nw_proto=17, nw_src=112.43.66.222/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:e6:f8:68, eth_type=0x800
nw_proto=6, nw_src=112.43.66.222/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:68:6c:6b, eth_type=0x800
nw_proto=6, nw_src=112.43.66.221/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:f8:82:3e, eth_type=0x800
nw_proto=1, nw_src=112.43.66.221/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:40:66:d9, eth_type=0x800
nw_proto=6, nw_src=112.43.66.126/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:88:e9:68, eth_type=0x800
nw_proto=1, nw_src=112.43.66.113/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:d0:e6:6d, eth_type=0x800
nw_proto=6, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:a1:76:d2, eth_type=0x800
nw_proto=6, nw_src=112.43.66.114/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:8f:3d:4f, eth_type=0x800
nw_proto=1, nw_src=112.43.66.109/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:83:11:7f, eth_type=0x800
nw_proto=17, nw_src=112.43.66.109/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:f1:5c:9c, eth_type=0x800
nw_proto=17, nw_src=112.43.66.96/32, nw_dst=174.181.127.162/32, dl_dst=01:00:00:14:31:ed, eth_type=0x800
nw_proto=6, nw_src=112.43.66.97/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:e7:b5:d8, eth_type=0x800
nw_proto=17, nw_src=112.43.66.98/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:31:bf:c1, eth_type=0x800
nw_proto=6, nw_src=112.43.66.99/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:06:41:e5, eth_type=0x800
nw_proto=1, nw_src=112.43.66.47/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:bf:b9:4b, eth_type=0x800
nw_proto=17, nw_src=112.43.66.44/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:a0:fb:2e, eth_type=0x800
nw_proto=17, nw_src=112.43.66.37/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:25:0c:0e, eth_type=0x800
nw_proto=1, nw_src=112.43.66.34/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:3b:0b:ee, eth_type=0x800
nw_proto=17, nw_src=112.43.66.34/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:7d:49:bd, eth_type=0x800
nw_proto=1, nw_src=112.43.66.33/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:2e:e4:f5, eth_type=0x800
nw_proto=6, nw_src=112.43.66.6/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:9f:bf:da, eth_type=0x800
nw_proto=6, nw_src=112.43.66.8/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:00:01:04, eth_type=0x800
nw_proto=17, nw_src=112.43.66.29/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:58:0b:03, eth_type=0x800
nw_proto=17, nw_src=112.43.66.24/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:a2:6d:ac, eth_type=0x800
nw_proto=6, nw_src=112.43.66.26/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:f7:74:d7, eth_type=0x800
nw_proto=6, nw_src=112.43.69.38/32, dl_src=fa:16:3e:ee:7c:02, eth_type=0x800
nw_proto=17, nw_src=112.43.69.38/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:88:13:0e, eth_type=0x800
nw_proto=1, nw_src=112.43.69.38/32, nw_dst=174.181.127.162/32, dl_dst=fa:16:3e:83:b9:c9, eth_type=0x800
nw_proto=6, nw_src=112.43.69.38/32, nw_dst=178.102.64.209/32, dl_dst=fa:16:3e:f7:f1:46, eth_type=0x800
nw_proto=6, nw_src=112.43.69.38/32, nw_dst=177.247.207.6/32, dl_dst=fa:16:3e:51:c4:92, eth_type=0x800
nw_proto=1, nw_src=112.43.69.38/32, nw_dst=177.247.206.183/32, dl_dst=fa:16:3e:7f:d8:d6, eth_type=0x800
nw_proto=1, nw_src=112.43.69.38/32, nw_dst=177.247.194.14/32, dl_dst=fa:16:3e:a2:6a:ce, eth_type=0x800
nw_proto=1, nw_src=112.43.69.38/32, nw_dst=177.247.197.151/32, dl_dst=fa:16:3e:31:af:61, eth_type=0x800
nw_proto=17, nw_src=112.43.69.39/32, nw_dst=177.247.197.108/32, dl_dst=fa:16:3e:21:38:2b, eth_type=0x800
nw_proto=1, nw_src=112.43.69.39/32, nw_dst=177.247.232.241/32, dl_dst=fa:16:3e:22:b6:79, eth_type=0x800
nw_proto=6, nw_src=112.43.69.39/32, nw_dst=177.247.232.241/32, dl_dst=fa:16:3e:e5:88:5f, eth_type=0x800
nw_proto=17, nw_src=112.43.69.39/32, nw_dst=177.247.232.243/32, dl_dst=fa:16:3e:e3:5c:18, eth_type=0x800
nw_proto=6, nw_src=112.43.69.39/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:44:1b:6c, eth_type=0x800
nw_proto=1, nw_src=112.43.69.39/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:6c:b8:a8, eth_type=0x800
nw_proto=17, nw_src=112.43.69.39/32, dl_src=fa:16:3e:6f:f9:c1, eth_type=0x800
nw_proto=17, nw_src=112.43.69.54/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:47:9c:6e, eth_type=0x800
nw_proto=1, nw_src=112.43.69.54/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:4c:ee:8f, eth_type=0x800
nw_proto=6, nw_src=112.43.69.55/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:54:36:66, eth_type=0x800
nw_proto=17, nw_src=112.43.69.55/32, dl_src=fa:16:3e:e4:65:3d, eth_type=0x800
nw_proto=1, nw_src=112.43.69.55/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:50:6a:de, eth_type=0x800
nw_proto=1, nw_src=112.43.69.52/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:db:14:c9, eth_type=0x800
nw_proto=6, nw_src=112.43.69.52/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:c9:90:5a, eth_type=0x800
nw_proto=17, nw_src=112.43.69.52/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:46:a6:68, eth_type=0x800
nw_proto=6, nw_src=112.43.69.53/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:67:aa:9b, eth_type=0x800
nw_proto=1, nw_src=112.43.69.53/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:d4:93:3a, eth_type=0x800
nw_proto=6, nw_src=112.43.69.62/32, dl_src=fa:16:3e:50:85:e5, eth_type=0x800
nw_proto=17, nw_src=112.43.69.62/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:70:1f:08, eth_type=0x800
nw_proto=1, nw_src=112.43.69.62/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:27:d1:fb, eth_type=0x800
nw_proto=1, nw_src=112.43.69.61/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:d2:ba:a4, eth_type=0x800
nw_proto=17, nw_src=112.43.69.61/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:a2:73:29, eth_type=0x800
nw_proto=6, nw_src=112.43.69.61/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:b5:5a:0e, eth_type=0x800
nw_proto=17, nw_src=112.43.69.57/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:7f:73:1c, eth_type=0x800
nw_proto=6, nw_src=112.43.69.57/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:16:8f:64, eth_type=0x800
nw_proto=1, nw_src=112.43.69.57/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:3b:8b:4a, eth_type=0x800
nw_proto=6, nw_src=112.43.69.58/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:2e:ee:65, eth_type=0x800
nw_proto=17, nw_src=112.43.69.58/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:93:d5:c5, eth_type=0x800
nw_proto=1, nw_src=112.43.69.58/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:db:41:0e, eth_type=0x800
nw_proto=17, nw_src=112.43.69.26/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:bc:c2:b0, eth_type=0x800
nw_proto=1, nw_src=112.43.69.26/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:48:fd:c9, eth_type=0x800
nw_proto=6, nw_src=112.43.69.26/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:8c:2f:98, eth_type=0x800
nw_proto=1, nw_src=112.43.69.25/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:97:e3:fa, eth_type=0x800
nw_proto=6, nw_src=112.43.69.25/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:a8:a2:f9, eth_type=0x800
nw_proto=17, nw_src=112.43.69.25/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:21:4d:51, eth_type=0x800
nw_proto=17, nw_src=112.43.69.24/32, dl_src=fa:16:3e:83:1e:58, eth_type=0x800
nw_proto=17, nw_src=112.43.69.28/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:72:4b:cf, eth_type=0x800
nw_proto=6, nw_src=112.43.69.28/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:ca:30:d2, eth_type=0x800
nw_proto=1, nw_src=112.43.69.30/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:9c:31:3d, eth_type=0x800
nw_proto=17, nw_src=112.43.69.30/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:f1:46:29, eth_type=0x800
nw_proto=6, nw_src=112.43.69.30/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:b8:fb:fc, eth_type=0x800
nw_proto=6, nw_src=112.43.69.31/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:cf:2b:08, eth_type=0x800
nw_proto=1, nw_src=112.43.69.31/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:7f:a2:f4, eth_type=0x800
nw_proto=6, nw_src=112.43.69.16/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:29:24:99, eth_type=0x800
nw_proto=1, nw_src=112.43.69.16/32, nw_dst=182.129.76.254/32, dl_dst=fa:16:3e:53:96:61, eth_type=0x800
nw_proto=17, nw_src=112.43.69.16/32, dl_src=fa:16:3e:86:64:54, eth_type=0x800
nw_proto=1, nw_src=112.43.69.16/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b6:5f:11, eth_type=0x800
nw_proto=6, nw_src=112.43.69.16/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:0c:b2:fc, eth_type=0x800
nw_proto=1, nw_src=112.43.69.23/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:fa:b9:b8, eth_type=0x800
nw_proto=6, nw_src=112.43.69.23/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:74:de:e0, eth_type=0x800
nw_proto=17, nw_src=112.43.69.23/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:e7:84:04, eth_type=0x800
nw_proto=17, nw_src=112.43.69.22/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:64:fe:e0, eth_type=0x800
nw_proto=1, nw_src=112.43.69.22/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:f5:4c:09, eth_type=0x800
nw_proto=6, nw_src=112.43.69.22/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:df:b5:7f, eth_type=0x800
nw_proto=17, nw_src=34.206.128.160/32, dl_src=fa:16:3e:1a:9e:f9, eth_type=0x800
nw_proto=1, nw_src=34.206.129.54/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:ad:bf:e7, eth_type=0x800
nw_proto=6, nw_src=34.206.129.33/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:66:3c:60, eth_type=0x800
nw_proto=6, nw_src=34.206.129.172/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:23:0b:5e, eth_type=0x800
nw_proto=1, nw_src=34.206.129.243/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:16:ae:c8, eth_type=0x800
nw_proto=17, nw_src=12.174.176.186/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:28:cb:77, eth_type=0x800
nw_proto=6, nw_src=12.244.213.94/32, dl_src=fa:16:3e:5a:c0:91, eth_type=0x800
nw_proto=17, nw_src=12.244.210.207/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:f4:3a:f3, eth_type=0x800
nw_proto=1, nw_src=13.249.187.195/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:78:2b:79, eth_type=0x800
nw_proto=1, nw_src=13.249.187.192/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:10:ca:dc, eth_type=0x800
nw_proto=6, nw_src=13.249.187.200/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:31:f1:b5, eth_type=0x800
nw_proto=1, nw_src=13.249.187.213/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:4a:e5:c8, eth_type=0x800
nw_proto=17, nw_src=13.249.187.212/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:94:4b:9d, eth_type=0x800
nw_proto=6, nw_src=13.249.187.210/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b2:8c:80, eth_type=0x800
nw_proto=17, nw_src=13.249.187.231/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:00:54:70, eth_type=0x800
nw_proto=1, nw_src=13.249.187.228/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b4:6d:78, eth_type=0x800
nw_proto=6, nw_src=13.249.187.227/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:fd:80:74, eth_type=0x800
nw_proto=17, nw_src=13.249.187.227/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:d5:61:0a, eth_type=0x800
nw_proto=1, nw_src=13.249.187.227/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:41:92:4b, eth_type=0x800
nw_proto=17, nw_src=28.224.5.207/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:a1:ac:44, eth_type=0x800
nw_proto=1, nw_src=28.224.5.246/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:f8:8c:50, eth_type=0x800
nw_proto=6, nw_src=28.173.26.71/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:f7:3d:af, eth_type=0x800
nw_proto=17, nw_src=28.173.26.71/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:66:02:a4, eth_type=0x800
nw_proto=17, nw_src=28.173.26.66/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:75:70:ba, eth_type=0x800
nw_proto=1, nw_src=28.173.26.66/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:9d:22:0a, eth_type=0x800
nw_proto=6, nw_src=28.173.26.67/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:c2:3d:46, eth_type=0x800
nw_proto=17, nw_src=28.173.26.64/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:ea:8a:0c, eth_type=0x800
nw_proto=1, nw_src=28.173.26.64/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:78:cc:47, eth_type=0x800
nw_proto=17, nw_src=28.173.26.73/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:c6:89:9e, eth_type=0x800
nw_proto=1, nw_src=28.173.26.73/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:ec:26:85, eth_type=0x800
nw_proto=6, nw_src=28.173.26.73/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:4d:a5:73, eth_type=0x800
nw_proto=1, nw_src=28.173.26.78/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:12:9d:48, eth_type=0x800
nw_proto=17, nw_src=28.173.26.78/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:7f:5c:c3, eth_type=0x800
nw_proto=6, nw_src=28.173.26.14/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:e1:d1:c4, eth_type=0x800
nw_proto=6, nw_src=28.173.26.15/32, dl_src=fa:16:3e:66:d1:3a, eth_type=0x800
nw_proto=6, nw_src=28.173.26.12/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:a7:27:28, eth_type=0x800
nw_proto=17, nw_src=28.173.26.5/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:9a:59:78, eth_type=0x800
nw_proto=17, nw_src=28.173.26.1/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:dd:a3:b4, eth_type=0x800
nw_proto=17, nw_src=28.173.26.2/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:3c:fe:c0, eth_type=0x800
nw_proto=6, nw_src=28.173.26.19/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:24:60:df, eth_type=0x800
nw_proto=1, nw_src=28.173.26.18/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:b9:1e:a1, eth_type=0x800
nw_proto=1, nw_src=28.173.26.31/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:9c:c5:f7, eth_type=0x800
nw_proto=1, nw_src=28.173.26.28/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:cb:30:70, eth_type=0x800
nw_proto=17, nw_src=28.173.26.24/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:79:6c:5b, eth_type=0x800
nw_proto=1, nw_src=28.173.26.25/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:44:a7:ef, eth_type=0x800
nw_proto=6, nw_src=28.173.26.61/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:94:95:f7, eth_type=0x800
nw_proto=17, nw_src=28.173.26.61/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:32:53:b5, eth_type=0x800
nw_proto=1, nw_src=28.173.26.61/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:7c:8b:d9, eth_type=0x800
nw_proto=6, nw_src=28.173.26.48/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:84:7d:50, eth_type=0x800
nw_proto=17, nw_src=28.173.26.48/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:fa:18:24, eth_type=0x800
nw_proto=17, nw_src=28.173.26.53/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:8e:a9:f4, eth_type=0x800
nw_proto=6, nw_src=28.173.26.53/32, dl_src=fa:16:3e:95:1c:d2, eth_type=0x800
nw_proto=6, nw_src=28.173.26.176/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:32:59:02, eth_type=0x800
nw_proto=17, nw_src=28.173.26.176/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:ad:3c:a3, eth_type=0x800
nw_proto=1, nw_src=28.173.26.176/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:0a:aa:19, eth_type=0x800
nw_proto=1, nw_src=28.173.26.182/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:16:40:8f, eth_type=0x800
nw_proto=17, nw_src=28.173.26.182/32, nw_dst=182.129.76.84/32, dl_dst=fa:16:3e:71:37:1b, eth_type=0x800
nw_proto=17, nw_src=28.173.26.182/32, nw_dst=216.140.49.162/32, dl_dst=fa:16:3e:b8:54:d5, eth_type=0x800
nw_proto=17, nw_src=28.173.26.182/32, nw_dst=216.140.48.25/32, dl_dst=fa:16:3e:a2:98:41, eth_type=0x800
nw_proto=1, nw_src=28.173.26.182/32, nw_dst=216.140.55.114/32, dl_dst=fa:16:3e:b7:5d:25, eth_type=0x800
nw_proto=6, nw_src=28.173.26.182/32, nw_dst=216.140.55.8/32, dl_dst=fa:16:3e:b9:2d:b2, eth_type=0x800
nw_proto=17, nw_src=28.173.26.182/32, nw_dst=216.140.43.169/32, dl_dst=fa:16:3e:98:15:6b, eth_type=0x800
nw_proto=17, nw_src=28.173.26.180/32, nw_dst=216.140.43.169/32, dl_dst=fa:16:3e:82:a2:df, eth_type=0x800
nw_proto=6, nw_src=28.173.26.180/32, nw_dst=216.140.46.36/32, dl_dst=fa:16:3e:09:f7:2f, eth_type=0x800
nw_proto=1, nw_src=28.173.26.180/32, nw_dst=216.140.46.56/32, dl_dst=fa:16:3e:21:0a:a8, eth_type=0x800
nw_proto=6, nw_src=28.173.26.180/32, nw_dst=216.140.46.56/32, dl_dst=fa:16:3e:8b:4d:7a, eth_type=0x800
nw_proto=1, nw_src=28.173.26.180/32, nw_dst=216.140.46.135/32, dl_dst=fa:16:3e:59:92:6a, eth_type=0x800
nw_proto=6, nw_src=28.173.26.180/32, nw_dst=216.140.46.135/32, dl_dst=fa:16:3e:0b:f3:97, eth_type=0x800
nw_proto=1, nw_src=28.173.26.180/32, nw_dst=216.140.5.216/32, dl_dst=fa:16:3e:85:75:a6, eth_type=0x800
nw_proto=17, nw_src=28.173.26.188/32, nw_dst=216.140.5.216/32, dl_dst=fa:16:3e:36:ee:f6, eth_type=0x800
nw_proto=6, nw_src=28.173.26.188/32, nw_dst=216.140.5.216/32, dl_dst=fa:16:3e:67:5e:77, eth_type=0x800
nw_proto=1, nw_src=28.173.26.188/32, nw_dst=216.140.5.216/32, dl_dst=fa:16:3e:0e:d3:de, eth_type=0x800
nw_proto=17, nw_src=28.173.26.188/32, nw_dst=216.140.4.139/32, dl_dst=fa:16:3e:39:c8:8c, eth_type=0x800
nw_proto=6, nw_src=28.173.26.188/32, nw_dst=216.140.4.139/32, dl_dst=fa:16:3e:a1:4d:f5, eth_type=0x800
nw_proto=1, nw_src=28.173.26.188/32, nw_dst=216.140.4.139/32, dl_dst=fa:16:3e:b4:de:69, eth_type=0x800
nw_proto=17, nw_src=28.173.26.188/32, nw_dst=216.100.48.41/32, dl_dst=fa:16:3e:eb:b3:ba, eth_type=0x800
nw_proto=17, nw_src=28.173.26.188/32, nw_dst=216.100.55.192/32, dl_dst=fa:16:3e:49:0c:96, eth_type=0x800
nw_proto=6, nw_src=28.173.26.188/32, nw_dst=216.100.55.192/32, dl_dst=fa:16:3e:97:61:34, eth_type=0x800
nw_proto=6, nw_src=28.173.26.184/32, nw_dst=216.100.55.192/32, dl_dst=fa:16:3e:ea:c8:07, eth_type=0x800
nw_proto=6, nw_src=28.173.26.184/32, nw_dst=216.100.19.9/32, dl_dst=fa:16:3e:66:25:29, eth_type=0x800
nw_proto=1, nw_src=28.173.26.184/32, nw_dst=216.100.20.135/32, dl_dst=fa:16:3e:0b:1c:5c, eth_type=0x800
nw_proto=1, nw_src=28.173.26.184/32, nw_dst=216.100.30.217/32, dl_dst=fa:16:3e:a2:d7:75, eth_type=0x800
nw_proto=1, nw_src=28.173.26.184/32, nw_dst=216.100.13.205/32, dl_dst=fa:16:3e:bd:34:d3, eth_type=0x800
nw_proto=1, nw_src=28.173.26.184/32, nw_dst=216.100.13.13/32, dl_dst=fa:16:3e:96:8d:8e, eth_type=0x800
nw_proto=1, nw_src=28.173.26.184/32, nw_dst=216.100.3.195/32, dl_dst=fa:16:3e:07:ab:f7, eth_type=0x800
nw_proto=17, nw_src=28.173.26.184/32, nw_dst=216.100.7.155/32, dl_dst=fa:16:3e:b9:49:a5, eth_type=0x800
nw_proto=6, nw_src=28.173.26.184/32, nw_dst=216.97.90.135/32, dl_dst=fa:16:3e:20:ce:8d, eth_type=0x800
nw_proto=1, nw_src=28.173.26.184/32, nw_dst=216.97.90.135/32, dl_dst=fa:16:3e:6c:88:df, eth_type=0x800
nw_proto=6, nw_src=28.173.26.184/32, nw_dst=216.97.91.224/32, dl_dst=fa:16:3e:8f:c6:21, eth_type=0x800
nw_proto=17, nw_src=28.173.26.185/32, nw_dst=216.97.91.224/32, dl_dst=fa:16:3e:3d:93:87, eth_type=0x800
nw_proto=1, nw_src=28.173.26.185/32, nw_dst=216.97.91.224/32, dl_dst=fa:16:3e:b9:6e:4b, eth_type=0x800
nw_proto=17, nw_src=28.173.26.185/32, nw_dst=216.97.91.252/32, dl_dst=fa:16:3e:e1:bb:fe, eth_type=0x800
nw_proto=6, nw_src=28.173.26.185/32, nw_dst=216.97.91.252/32, dl_dst=fa:16:3e:10:4a:ed, eth_type=0x800
nw_proto=1, nw_src=28.173.26.185/32, nw_dst=216.97.91.252/32, dl_dst=fa:16:3e:99:5f:fe, eth_type=0x800
nw_proto=6, nw_src=28.173.26.185/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:76:91:79, eth_type=0x800
nw_proto=1, nw_src=28.173.26.185/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:81:e0:25, eth_type=0x800
nw_proto=17, nw_src=28.173.26.185/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:92:99:f8, eth_type=0x800
nw_proto=6, nw_src=21.188.215.44/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:bd:70:9e, eth_type=0x800
nw_proto=6, nw_src=21.188.215.45/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:e0:6b:83, eth_type=0x800
nw_proto=17, nw_src=21.188.215.35/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:bb:38:0a, eth_type=0x800
nw_proto=6, nw_src=21.188.215.35/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:0b:80:de, eth_type=0x800
nw_proto=1, nw_src=21.188.215.39/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:0b:bf:9e, eth_type=0x800
nw_proto=17, nw_src=21.188.215.50/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:5f:2b:c1, eth_type=0x800
nw_proto=6, nw_src=21.188.215.50/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:dd:dc:00, eth_type=0x800
nw_proto=17, nw_src=21.188.215.57/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:a6:f4:ed, eth_type=0x800
nw_proto=1, nw_src=21.188.215.57/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:45:00:1a, eth_type=0x800
nw_proto=6, nw_src=21.188.215.57/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:9d:f7:9f, eth_type=0x800
nw_proto=1, nw_src=21.188.214.90/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:77:28:b0, eth_type=0x800
nw_proto=17, nw_src=21.188.214.90/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:0b:9a:f2, eth_type=0x800
nw_proto=1, nw_src=21.188.214.75/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:35:4a:49, eth_type=0x800
nw_proto=6, nw_src=21.188.214.76/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:71:da:a5, eth_type=0x800
nw_proto=1, nw_src=21.188.214.78/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:3e:22:db, eth_type=0x800
nw_proto=17, nw_src=21.188.214.66/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:15:94:e8, eth_type=0x800
nw_proto=6, nw_src=21.188.214.66/32, nw_dst=216.43.85.59/32, dl_dst=fa:16:3e:fd:3e:16, eth_type=0x800
